61
# x y z
0	70.2177	0
4	70.2197	0
8	70.183	0
12	70.0963	0
16	70.1704	0
20	70.0991	0
24	69.9984	0
28	70.0062	0
32	70.0219	0
36	70.1093	0
40	70.0715	0
42	70.0374	0
44	70.0544	0
46	69.9974	0
48	70.0944	0
50	69.9759	0
52	70.0009	0
54	70.0092	0
56	70.099	0
58	69.9676	0
60	69.9638	0
62	69.9689	0
64	70.068	0
66	69.8647	0
68	69.9418	0
70	69.9546	0
72	70.7786	0
74	71.5582	0
76	71.6262	0
78	71.379	0
80	70.7937	0
82	70.3677	0
84	70.1071	0
86	70.5297	0
88	70.5605	0
90	70.7216	0
92	70.4867	0
94	70.4439	0
96	70.488	0
98	70.8982	0
100	71.0046	0
102	71.077	0
104	70.9395	0
106	70.6473	0
108	70.8848	0
110	71.0244	0
112	70.8391	0
114	70.8056	0
116	70.8138	0
118	71.0285	0
120	70.9978	0
124	70.8499	0
128	70.8342	0
132	71.0362	0
136	70.8926	0
140	71.0959	0
144	70.8964	0
148	71.0521	0
152	71.0002	0
156	70.9186	0
160	71.0022	0
345
# a b m n r
1	4	2	3	9.85702000000000e+01
2	5	3	4	8.92134000000000e+01
1	7	3	5	6.02944000000000e+01
3	6	4	5	8.45233000000000e+01
2	8	4	6	5.70296000000000e+01
4	7	5	6	8.99844000000000e+01
1	10	4	7	3.99337000000000e+01
3	9	5	7	5.40187000000000e+01
5	8	6	7	7.68722000000000e+01
2	11	5	8	3.90987000000000e+01
1	15	5	9	2.78110000000000e+01
4	10	6	8	4.95289000000000e+01
6	9	7	8	7.74009000000000e+01
3	13	6	9	3.52623000000000e+01
2	17	6	10	2.43120000000000e+01
5	11	7	9	5.28166000000000e+01
1	21	6	11	1.87234000000000e+01
7	10	8	9	7.37286000000000e+01
4	15	7	10	3.17620000000000e+01
3	19	7	11	2.18824000000000e+01
6	13	8	10	4.81393000000000e+01
8	11	9	10	7.07227000000000e+01
2	23	7	13	1.89813000000000e+01
5	17	8	11	2.93745000000000e+01
7	15	9	11	3.91954000000000e+01
1	27	7	15	1.96548000000000e+01
4	21	8	13	2.14007000000000e+01
3	25	8	15	2.04097000000000e+01
9	13	10	11	6.25354000000000e+01
6	19	9	13	2.79425000000000e+01
2	29	8	17	1.70790000000000e+01
8	17	10	13	4.01601000000000e+01
5	23	9	15	2.22217000000000e+01
4	27	9	17	2.02047000000000e+01
1	33	8	19	1.68737000000000e+01
7	21	10	15	2.71694000000000e+01
10	15	11	13	7.07931000000000e+01
11	14	12	13	9.51177000000000e+01
3	31	9	19	1.73580000000000e+01
9	19	11	15	4.23957000000000e+01
6	25	10	17	2.30437000000000e+01
12	15	13	14	8.31308000000000e+01
11	17	13	15	6.35480000000000e+01
5	29	10	19	1.98192000000000e+01
2	35	9	21	1.55560000000000e+01
8	23	11	17	2.77709000000000e+01
13	16	14	15	8.29361000000000e+01
12	18	14	16	6.01516000000000e+01
4	33	10	21	1.70723000000000e+01
1	39	9	23	1.35842000000000e+01
10	21	13	17	3.12789000000000e+01
7	27	11	19	2.63908000000000e+01
14	17	15	16	6.00893000000000e+01
11	20	14	17	3.52525000000000e+01
13	19	15	17	3.99038000000000e+01
3	37	10	23	1.43526000000000e+01
6	31	11	21	1.98998000000000e+01
9	25	13	19	2.76664000000000e+01
12	21	15	18	3.04945000000000e+01
15	18	16	17	4.26926000000000e+01
14	20	16	18	2.96674000000000e+01
5	35	11	23	1.63157000000000e+01
8	29	13	21	2.12045000000000e+01
11	23	15	19	2.72407000000000e+01
2	41	10	25	1.22297000000000e+01
16	19	17	18	4.46196000000000e+01
13	22	16	19	3.02755000000000e+01
15	21	17	19	4.18007000000000e+01
10	27	15	21	2.24533000000000e+01
4	39	11	25	1.33261000000000e+01
1	45	10	27	1.10590000000000e+01
7	33	13	23	1.71814000000000e+01
17	20	18	19	4.55226000000000e+01
14	23	17	20	3.35806000000000e+01
16	22	18	20	3.78029000000000e+01
6	37	13	25	1.38143000000000e+01
3	43	11	27	1.18607000000000e+01
9	31	15	23	1.62683000000000e+01
13	25	17	21	2.73174000000000e+01
15	24	18	21	3.10069000000000e+01
18	21	19	20	3.83510000000000e+01
2	47	11	29	1.19232000000000e+01
8	35	15	25	1.31649000000000e+01
5	41	13	27	1.20060000000000e+01
17	23	19	21	2.12388000000000e+01
11	29	17	23	1.79607000000000e+01
16	25	19	22	1.91034000000000e+01
19	22	20	21	1.74714000000000e+01
7	39	15	27	1.16068000000000e+01
1	51	11	31	1.16463000000000e+01
4	45	13	29	1.21990000000000e+01
10	33	17	25	1.33988000000000e+01
18	24	20	22	1.12632000000000e+01
15	27	19	23	1.83299000000000e+01
20	23	21	22	1.63064000000000e+01
17	26	20	23	1.11569000000000e+01
19	25	21	23	1.32843000000000e+01
6	43	15	29	1.25098000000000e+01
3	49	13	31	1.23815000000000e+01
9	37	17	27	1.19285000000000e+01
13	31	19	25	1.11351000000000e+01
21	24	22	23	1.16023000000000e+01
18	27	21	24	1.04304000000000e+01
20	26	22	24	1.00282000000000e+01
8	41	17	29	1.32059000000000e+01
17	29	21	25	8.08393000000000e+00
2	52	13	33	1.08222000000000e+01
5	47	15	31	1.27856000000000e+01
11	35	19	27	9.71127000000000e+00
22	25	23	24	7.81880000000000e+00
19	28	22	25	8.74703000000000e+00
7	45	17	31	1.38655000000000e+01
1	54	13	35	1.15180000000000e+01
4	51	15	33	1.06757000000000e+01
10	39	19	29	1.19046000000000e+01
15	33	21	27	9.12525000000000e+00
21	27	23	25	7.08216000000000e+00
20	29	23	26	4.21265000000000e+01
23	26	24	25	6.96166000000000e+00
22	28	24	26	6.38076000000000e+00
3	53	15	35	1.24181000000000e+01
6	49	17	33	1.20864000000000e+01
9	43	19	31	1.36424000000000e+01
13	37	21	29	1.27379000000000e+01
19	31	23	27	8.51953000000000e+00
24	27	25	26	6.86027000000000e+00
21	30	24	27	9.94660000000000e+00
23	29	25	27	1.18177000000000e+01
17	35	23	29	1.53044000000000e+01
8	47	19	33	1.18864000000000e+01
2	55	15	37	1.26849000000000e+01
5	52	17	35	1.30708000000000e+01
11	41	21	31	1.44014000000000e+01
22	31	25	28	1.63745000000000e+01
25	28	26	27	2.52288000000000e+01
24	30	26	28	2.32936000000000e+01
10	45	21	33	1.24730000000000e+01
4	54	17	37	1.34509000000000e+01
1	57	15	39	1.21680000000000e+01
7	51	19	35	1.29913000000000e+01
15	39	23	31	1.78156000000000e+01
21	33	25	29	2.01929000000000e+01
26	29	27	28	3.88732000000000e+01
23	32	26	29	1.37597000000000e+01
25	31	27	29	2.41370000000000e+01
9	49	21	35	1.53383000000000e+01
3	56	17	39	1.36512000000000e+01
6	53	19	37	1.49456000000000e+01
13	43	23	33	1.52352000000000e+01
19	37	25	31	2.29424000000000e+01
27	30	28	29	6.49896000000000e+01
24	33	27	30	2.67595000000000e+01
26	32	28	30	2.24043000000000e+01
11	47	23	35	1.82302000000000e+01
23	35	27	31	2.77572000000000e+01
2	58	17	41	1.21512000000000e+01
5	55	19	39	1.45402000000000e+01
8	52	21	37	1.58453000000000e+01
17	41	25	33	1.92783000000000e+01
28	31	29	30	4.59116000000000e+01
25	34	28	31	2.61760000000000e+01
7	54	21	39	1.56487000000000e+01
27	33	29	31	2.58475000000000e+01
10	51	23	37	1.77478000000000e+01
21	39	27	33	2.31301000000000e+01
4	57	19	41	1.35029000000000e+01
15	45	25	35	2.37428000000000e+01
29	32	30	31	5.93885000000000e+01
26	35	29	32	2.02125000000000e+01
6	56	21	41	1.55790000000000e+01
3	59	19	43	1.16022000000000e+01
13	49	25	37	2.41559000000000e+01
9	53	23	39	1.92915000000000e+01
28	34	30	32	2.59473000000000e+01
19	43	27	35	3.04096000000000e+01
25	37	29	33	1.79838000000000e+01
30	33	31	32	2.68530000000000e+01
27	36	30	33	1.81442000000000e+01
11	52	25	39	2.20321000000000e+01
8	55	23	41	1.80916000000000e+01
5	58	21	43	1.34890000000000e+01
17	47	27	37	3.04143000000000e+01
29	35	31	33	1.74999000000000e+01
23	41	29	35	2.94915000000000e+01
31	34	32	33	1.84897000000000e+01
28	37	31	34	2.46772000000000e+01
30	36	32	34	3.08295000000000e+01
10	54	25	41	2.06008000000000e+01
15	51	27	39	2.67356000000000e+01
4	60	21	45	1.20733000000000e+01
7	57	23	43	1.64189000000000e+01
21	45	29	37	3.20462000000000e+01
27	39	31	35	3.15263000000000e+01
32	35	33	34	4.69152000000000e+01
29	38	32	35	3.87219000000000e+01
13	53	27	41	2.66055000000000e+01
6	59	23	45	1.43734000000000e+01
9	56	25	43	1.99925000000000e+01
19	49	29	39	3.13403000000000e+01
31	37	33	35	5.28785000000000e+01
25	43	31	37	3.58054000000000e+01
30	39	33	36	5.21141000000000e+01
33	36	34	35	6.68373000000000e+01
32	38	34	36	5.85306000000000e+01
17	52	29	41	2.75979000000000e+01
5	61	23	47	1.23206000000000e+01
8	58	25	45	1.77012000000000e+01
11	55	27	43	2.36214000000000e+01
23	47	31	39	3.46709000000000e+01
29	41	33	37	4.86837000000000e+01
34	37	35	36	7.25673000000000e+01
31	40	34	37	5.50419000000000e+01
33	39	35	37	5.12312000000000e+01
15	54	29	43	2.55058000000000e+01
7	60	25	47	1.50104000000000e+01
21	51	31	41	2.95728000000000e+01
27	45	33	39	4.20818000000000e+01
10	57	27	45	2.17733000000000e+01
35	38	36	37	7.41049000000000e+01
32	41	35	38	5.17314000000000e+01
19	53	31	43	3.08173000000000e+01
31	43	35	39	5.11160000000000e+01
9	59	27	47	1.80677000000000e+01
25	49	33	41	3.81615000000000e+01
13	56	29	45	2.51173000000000e+01
34	40	36	38	5.63602000000000e+01
36	39	37	38	7.53322000000000e+01
33	42	36	39	4.85030000000000e+01
35	41	37	39	6.39600000000000e+01
23	52	33	43	3.36496000000000e+01
11	58	29	47	2.07271000000000e+01
17	55	31	45	2.88805000000000e+01
8	61	27	49	1.56756000000000e+01
29	47	35	41	4.36103000000000e+01
37	40	38	39	7.27888000000000e+01
34	43	37	40	5.33408000000000e+01
21	54	33	45	3.27277000000000e+01
36	42	38	40	6.46969000000000e+01
33	45	37	41	4.64201000000000e+01
10	60	29	49	1.77417000000000e+01
15	57	31	47	2.56470000000000e+01
27	51	35	43	3.42037000000000e+01
38	41	39	40	7.22613000000000e+01
35	44	38	41	5.84164000000000e+01
25	53	35	45	3.78792000000000e+01
19	56	33	47	3.16161000000000e+01
37	43	39	41	6.78653000000000e+01
13	59	31	49	2.12371000000000e+01
31	49	37	43	4.41100000000000e+01
36	45	39	42	6.17249000000000e+01
39	42	40	41	7.46930000000000e+01
38	44	40	42	7.28269000000000e+01
23	55	35	47	3.44612000000000e+01
17	58	33	49	2.67084000000000e+01
11	61	31	51	1.85823000000000e+01
29	52	37	45	3.98259000000000e+01
35	47	39	43	5.38271000000000e+01
40	43	41	42	8.33183000000000e+01
37	46	40	43	6.16643000000000e+01
39	45	41	43	6.70199000000000e+01
21	57	35	49	3.19148000000000e+01
33	51	39	45	4.26701000000000e+01
27	54	37	47	3.54548000000000e+01
15	60	33	51	2.35936000000000e+01
41	44	42	43	7.01188000000000e+01
38	47	41	44	6.82747000000000e+01
25	56	37	49	3.58243000000000e+01
19	59	35	51	2.80052000000000e+01
40	46	42	44	7.27174000000000e+01
31	53	39	47	4.55481000000000e+01
37	49	41	45	6.69936000000000e+01
42	45	43	44	8.87135000000000e+01
39	48	42	45	7.73736000000000e+01
29	55	39	49	4.11188000000000e+01
23	58	37	51	3.24666000000000e+01
17	61	35	52	2.13620000000000e+01
35	52	41	47	5.26338000000000e+01
41	47	43	45	8.79649000000000e+01
40	49	43	46	7.89430000000000e+01
43	46	44	45	1.00056000000000e+02
42	48	44	46	9.01031000000000e+01
21	60	37	52	2.50902000000000e+01
27	57	39	51	3.84381000000000e+01
33	54	41	49	4.51010000000000e+01
39	51	43	47	6.50891000000000e+01
44	47	45	46	8.29647000000000e+01
41	50	44	47	6.81495000000000e+01
31	56	41	51	4.83751000000000e+01
25	59	39	52	2.82730000000000e+01
43	49	45	47	7.97101000000000e+01
37	53	43	49	6.69784000000000e+01
42	51	45	48	6.12812000000000e+01
45	48	46	47	1.00691000000000e+02
23	61	39	53	2.23003000000000e+01
29	58	41	52	3.45199000000000e+01
41	52	45	49	7.01603000000000e+01
44	50	46	48	6.32658000000000e+01
35	55	43	51	6.05080000000000e+01
46	49	47	48	8.31806000000000e+01
33	57	43	52	4.30541000000000e+01
27	60	41	53	2.55292000000000e+01
39	54	45	51	7.10858000000000e+01
45	51	47	49	8.20692000000000e+01
47	50	48	49	1.03174000000000e+02
43	53	47	51	9.37245000000000e+01
